2;-0.5205268442843641
2.12;0.1645433028942647
2.24;0.7867480185864434
2.36;1.3357795503519676
2.48;1.7515578459286392
2.6;1.9662401900879072
2.72;1.9318950476016128
2.84;1.635684859865441
2.96;1.1046101983771994
3.08;0.4020183451752985
3.2;-0.38184058939466
3.32;-1.1429293367116038
3.44;-1.7780240414971793
3.56;-2.1988026763772495
3.68;-2.343709397310267
3.8;-2.1862562572844606
3.92;-1.7388708114986042
4.04;-1.051897093643243
4.16;-0.20787897647362982
4.28;0.6882365621567538
4.4;1.5218833392777218
4.52;2.183193606996251
4.64;2.581170272880704
4.76;2.655977023821574
4.88;2.387742449613829
5;1.8006031053663822
5.12;0.9612202565118799
5.24;-0.028343029295188282
5.36;-1.0427673743753139
5.48;-1.9493048819916945
5.6;-2.62533435483733
5.72;-2.9752889361641763
5.84;-2.944509867263779
5.96;-2.5278612931114566
6.08;-1.7716063735808376
6.2;-0.7680356501181222
6.32;0.35648575957651474
6.44;1.4582427224557932
6.56;2.3950151246992846
6.68;3.0441126960820384
6.8;3.317116448034085
6.92;3.16996911392107
7.04;2.608481758476046
7.16;1.6902825246870634
7.28;0.5236935560569691
7.4;-0.7388203448172135
7.52;-1.9194956806386472
7.64;-2.854909145840793
7.76;-3.45071926440869
7.88;-3.686578086024383
8;-3.343599201471079
